Vehicle_ID,Vehicle_Type,Route_ID,Date,Start_Location,End_Location,Distance_km,Average_Speed_kmh,Travel_Time_hrs,Number_of_Stops,Road_Type,Traffic_Level,Payload_kg,Idle_Time_min,Driving_Efficiency_Score,Estimated_Fuel_L
VH-0027,Tanker,RT-DET-CLE-945,2023-07-27,Detroit,Cleveland,273.7,54.0,5.07,2,Highway,Moderate,21760.0,40.5,0.5599,138.97
VH-0320,Heavy Truck,RT-LOU-LEX-873,2024-01-19,Louisville,Lexington,103.6,79.1,1.31,2,Highway,Low,25790.0,33.6,0.664,62.34
VH-0074,Medium Truck,RT-LON-CAM-631,2024-08-28,London,Cambridge,90.5,78.7,1.15,1,Highway,Moderate,11420.0,14.7,0.7748,24.12
VH-0234,Heavy Truck,RT-LON-COV-707,2023-09-05,London,Coventry,160.2,75.8,2.11,1,Highway,Moderate,12600.0,33.9,0.6861,47.1
VH-0173,Heavy Truck,RT-MIA-ORL-526,2022-08-13,Miami,Orlando,428.7,50.0,8.57,9,Mixed,Moderate,15890.0,143.3,0.17,158.95
VH-0299,Flatbed,RT-NOR-CAM-838,2023-04-12,Norwich,Cambridge,82.5,72.3,1.14,1,Highway,Moderate,24520.0,33.9,0.6756,47.2
VH-0027,Tanker,RT-NEW-BOS-132,2023-05-12,New York,Boston,367.3,70.3,5.22,2,Highway,Moderate,20700.0,64.9,0.5072,177.41
VH-0294,Flatbed,RT-RIC-BAL-613,2024-04-20,Richmond,Baltimore,208.6,75.0,2.78,7,Highway,Low,19740.0,102.1,0.3246,96.08
VH-0397,Van,RT-HOU-NEW-638,2024-09-06,Houston,New Orleans,578.2,78.4,7.38,5,Highway,Moderate,3500.0,103.1,0.339,47.22
VH-0193,Van,RT-EXE-PLY-724,2023-06-26,Exeter,Plymouth,55.7,63.6,0.88,1,Mixed,High,2930.0,33.2,0.6525,3.81
VH-0248,Tanker,RT-LON-CAM-821,2023-08-15,London,Cambridge,101.7,58.7,1.73,0,Rural,Moderate,19460.0,29.3,0.654,46.18
VH-0107,Heavy Truck,RT-RIC-BAL-224,2023-08-13,Richmond,Baltimore,158.6,69.0,2.3,1,Rural,Moderate,21550.0,45.9,0.6157,79.75
VH-0294,Flatbed,RT-LOU-LEX-397,2022-10-27,Louisville,Lexington,107.9,79.3,1.36,3,Highway,High,21140.0,75.4,0.4737,53.22
VH-0022,Van,RT-SOU-POR-947,2023-02-18,Southampton,Portsmouth,31.1,82.4,0.38,1,Highway,Low,2200.0,26.9,0.7351,1.6
VH-0276,Flatbed,RT-LON-LUT-331,2024-12-23,London,Luton,55.6,54.2,1.03,1,Rural,Low,12120.0,38.1,0.6038,15.72
VH-0327,Tanker,RT-MAN-LIV-663,2022-01-11,Manchester,Liverpool,49.5,34.8,1.42,0,Urban,Moderate,26560.0,7.5,0.6888,30.68
VH-0476,Tanker,RT-COV-LEI-428,2023-08-12,Coventry,Leicester,30.0,58.5,0.51,0,Highway,Congested,17990.0,16.9,0.7051,12.59
VH-0147,Medium Truck,RT-NAS-MEM-279,2022-03-18,Nashville,Memphis,296.8,69.2,4.29,4,Highway,High,11650.0,117.7,0.2572,80.68
VH-0214,Van,RT-LEI-NOT-997,2023-08-16,Leicester,Nottingham,30.6,90.1,0.34,2,Highway,Congested,3340.0,73.4,0.5311,2.38
VH-0020,Medium Truck,RT-LON-BIR-605,2024-12-09,London,Birmingham,146.7,73.4,2.0,3,Highway,Moderate,9090.0,84.7,0.4173,31.12
VH-0456,Van,RT-NEW-LEE-835,2023-06-11,Newcastle,Leeds,111.5,55.3,2.02,0,Mixed,Low,2830.0,13.3,0.7105,7.36
VH-0096,Medium Truck,RT-LON-BIR-946,2024-04-10,London,Birmingham,149.3,66.5,2.25,1,Rural,Moderate,12710.0,30.3,0.6732,44.28
VH-0219,Flatbed,RT-MIA-ORL-106,2023-05-24,Miami,Orlando,363.9,84.5,4.31,4,Highway,Moderate,16120.0,68.0,0.5102,136.87
VH-0134,Flatbed,RT-YOR-LEE-367,2022-01-24,York,Leeds,32.4,69.8,0.46,1,Highway,High,20290.0,46.5,0.6156,15.34
VH-0335,Medium Truck,RT-ABE-INV-820,2024-10-26,Aberdeen,Inverness,140.4,63.6,2.21,0,Rural,Low,8650.0,12.7,0.7379,28.34
VH-0395,Van,RT-NOR-CAM-589,2022-10-01,Norwich,Cambridge,80.4,76.4,1.05,4,Rural,Moderate,1550.0,110.2,0.31,2.91
VH-0079,Tanker,RT-ATL-CHA-880,2023-03-24,Atlanta,Charlotte,376.7,47.2,7.98,3,Rural,Moderate,23060.0,68.8,0.4049,202.69
VH-0127,Medium Truck,RT-LOU-LEX-163,2022-08-18,Louisville,Lexington,88.9,65.6,1.36,1,Highway,Moderate,13260.0,31.0,0.6676,27.51
VH-0425,Medium Truck,RT-CHI-IND-796,2022-08-27,Chicago,Indianapolis,338.2,31.8,10.64,7,Urban,Moderate,9680.0,87.0,0.2825,76.39
VH-0106,Refrigerated Truck,RT-NEW-BOS-567,2024-04-30,New York,Boston,362.4,62.1,5.84,11,Highway,High,9850.0,246.2,0.2045,83.29
VH-0289,Heavy Truck,RT-LEE-SHE-863,2022-01-07,Leeds,Sheffield,60.4,69.3,0.87,1,Highway,Moderate,14070.0,18.8,0.7296,19.83
VH-0112,Refrigerated Truck,RT-NEW-BOS-583,2022-05-22,New York,Boston,379.0,62.3,6.08,2,Highway,Moderate,8840.0,58.3,0.5106,78.18
VH-0017,Heavy Truck,RT-SOU-POR-483,2024-05-10,Southampton,Portsmouth,30.0,47.7,0.63,1,Urban,High,20330.0,58.9,0.4977,14.23
VH-0457,Heavy Truck,RT-YOR-LEE-769,2022-09-30,York,Leeds,33.3,72.3,0.46,2,Highway,High,25430.0,47.4,0.5861,19.76
VH-0441,Tanker,RT-EDI-DUN-874,2022-01-08,Edinburgh,Dundee,94.9,68.5,1.39,1,Highway,Congested,29680.0,36.1,0.6551,65.72
VH-0012,Tanker,RT-NOR-CAM-454,2024-08-01,Norwich,Cambridge,81.3,57.5,1.41,0,Rural,Moderate,18440.0,14.5,0.7121,34.98
VH-0080,Refrigerated Truck,RT-LON-LUT-346,2022-02-02,London,Luton,56.6,52.0,1.09,0,Mixed,High,17240.0,5.8,0.7318,22.77
VH-0106,Refrigerated Truck,RT-LON-BRI-511,2022-04-01,London,Bristol,199.7,69.3,2.88,0,Highway,Low,8680.0,22.6,0.7137,40.45
VH-0225,Tanker,RT-MAN-LIV-935,2023-04-25,Manchester,Liverpool,57.4,47.3,1.21,0,Urban,High,29900.0,8.5,0.7065,40.05
VH-0470,Heavy Truck,RT-DET-CLE-776,2022-10-21,Detroit,Cleveland,304.5,61.0,4.99,5,Highway,Moderate,14830.0,110.2,0.2572,105.37
VH-0267,Medium Truck,RT-MAN-LIV-741,2022-12-25,Manchester,Liverpool,48.0,48.1,1.0,2,Urban,Low,11620.0,54.7,0.483,13.01
VH-0348,Van,RT-NEW-PHI-426,2024-12-10,New York,Philadelphia,144.5,65.3,2.21,3,Highway,Low,1950.0,62.6,0.4851,6.57
VH-0357,Tanker,RT-LOS-SAN-407,2023-04-07,Los Angeles,San Francisco,668.3,58.4,11.44,9,Highway,Low,18610.0,118.6,0.201,290.2
VH-0440,Heavy Truck,RT-LON-COV-361,2023-05-13,London,Coventry,151.2,77.1,1.96,2,Highway,Moderate,12150.0,67.8,0.5155,42.87
VH-0105,Tanker,RT-CAR-NEW-152,2023-01-26,Cardiff,Newport,21.2,39.2,0.54,0,Urban,High,25870.0,7.3,0.6896,12.8
VH-0138,Medium Truck,RT-YOR-LEE-590,2023-03-21,York,Leeds,33.5,70.0,0.48,1,Highway,Moderate,11860.0,32.6,0.6742,9.27
VH-0107,Heavy Truck,RT-CAR-NEW-348,2024-09-07,Cardiff,Newport,18.8,48.4,0.39,3,Urban,High,21860.0,58.5,0.4514,9.59
VH-0357,Tanker,RT-LOS-LAS-764,2024-12-28,Los Angeles,Las Vegas,378.9,54.4,6.97,4,Mixed,High,20710.0,121.7,0.2032,183.1
VH-0184,Van,RT-NOR-CAM-879,2024-08-19,Norwich,Cambridge,63.7,74.9,0.85,1,Rural,Moderate,3450.0,23.9,0.7251,5.13
VH-0430,Tanker,RT-EXE-PLY-367,2022-02-03,Exeter,Plymouth,54.9,52.9,1.04,0,Rural,Low,26120.0,26.6,0.6479,33.46
VH-0284,Heavy Truck,RT-NEW-BOS-611,2023-05-19,New York,Boston,354.5,78.1,4.54,2,Highway,Moderate,16080.0,34.4,0.6576,133.01
VH-0282,Tanker,RT-NAS-MEM-571,2024-10-01,Nashville,Memphis,302.5,53.5,5.65,5,Rural,Low,24630.0,139.0,0.1938,173.85
VH-0087,Tanker,RT-EDI-DUN-636,2022-05-01,Edinburgh,Dundee,95.4,64.8,1.47,0,Highway,Moderate,23130.0,27.9,0.6781,51.49
VH-0018,Heavy Truck,RT-LON-BRI-109,2022-11-06,London,Bristol,173.5,67.9,2.56,2,Highway,High,13700.0,68.1,0.4866,55.46
VH-0112,Refrigerated Truck,RT-MIA-ORL-116,2024-09-26,Miami,Orlando,394.5,71.6,5.51,1,Highway,Low,20780.0,47.2,0.6181,191.28
VH-0004,Tanker,RT-KAN-ST -614,2022-02-05,Kansas City,St Louis,445.4,76.6,5.81,2,Highway,Low,29660.0,45.9,0.6052,308.25
VH-0417,Tanker,RT-RIC-BAL-346,2022-11-01,Richmond,Baltimore,161.6,58.5,2.76,3,Highway,High,16440.0,106.2,0.283,61.99
VH-0099,Flatbed,RT-HOU-NEW-570,2024-04-11,Houston,New Orleans,505.9,71.9,7.04,3,Highway,High,14340.0,67.6,0.484,169.27
VH-0290,Medium Truck,RT-BIR-WOL-195,2022-03-06,Birmingham,Wolverhampton,23.7,49.0,0.48,3,Urban,Low,13930.0,73.2,0.392,7.7
VH-0208,Heavy Truck,RT-YOR-LEE-760,2024-06-07,York,Leeds,30.5,67.3,0.45,1,Highway,Moderate,11320.0,41.4,0.6294,8.06
VH-0402,Medium Truck,RT-CAR-NEW-988,2023-03-09,Cardiff,Newport,21.3,55.2,0.39,1,Urban,High,5380.0,31.7,0.6335,2.67
VH-0355,Van,RT-DET-CLE-283,2022-03-09,Detroit,Cleveland,276.2,83.6,3.3,2,Highway,Low,3250.0,46.7,0.6229,20.95
VH-0476,Tanker,RT-EXE-PLY-406,2022-06-07,Exeter,Plymouth,50.8,51.3,0.99,2,Rural,Low,27310.0,46.4,0.5272,32.37
VH-0084,Medium Truck,RT-DET-CLE-909,2022-10-14,Detroit,Cleveland,278.6,71.0,3.92,5,Highway,High,7990.0,129.7,0.2463,51.94
VH-0353,Medium Truck,RT-BRI-CAR-719,2023-11-29,Bristol,Cardiff,52.7,73.1,0.72,3,Highway,Congested,12550.0,66.7,0.4914,15.43
VH-0394,Heavy Truck,RT-HOU-NEW-602,2024-07-11,Houston,New Orleans,536.0,48.0,11.17,7,Mixed,Congested,22540.0,201.0,0.169,281.9
VH-0117,Refrigerated Truck,RT-EDI-DUN-917,2023-08-28,Edinburgh,Dundee,97.9,66.8,1.47,0,Highway,Moderate,13320.0,19.6,0.7187,30.43
VH-0127,Medium Truck,RT-LON-BRI-469,2023-10-11,London,Bristol,193.2,81.6,2.37,3,Highway,Low,11660.0,81.1,0.4569,52.56
VH-0055,Flatbed,RT-BRI-CAR-541,2023-01-19,Bristol,Cardiff,53.5,77.0,0.69,1,Highway,Low,10250.0,25.9,0.7231,12.8
VH-0230,Refrigerated Truck,RT-CHI-IND-984,2023-10-27,Chicago,Indianapolis,281.9,63.3,4.45,4,Highway,Moderate,9300.0,47.6,0.5316,61.17
VH-0198,Refrigerated Truck,RT-LON-BIR-685,2023-05-13,London,Birmingham,181.1,73.2,2.47,2,Highway,Moderate,20670.0,46.4,0.5929,87.34
VH-0267,Medium Truck,RT-COV-LEI-545,2022-12-09,Coventry,Leicester,31.0,53.6,0.58,1,Highway,Low,6310.0,24.3,0.6596,4.56
VH-0142,Heavy Truck,RT-LOS-SAN-708,2024-10-12,Los Angeles,San Francisco,642.9,80.0,8.04,5,Highway,High,21530.0,127.6,0.2733,322.97
VH-0316,Flatbed,RT-LON-CAM-923,2024-02-18,London,Cambridge,98.6,68.8,1.43,1,Highway,Low,22310.0,23.0,0.7106,51.33
VH-0442,Flatbed,RT-CAR-NEW-428,2023-09-08,Cardiff,Newport,18.6,51.2,0.36,1,Urban,Moderate,18100.0,43.3,0.5732,7.86
VH-0309,Heavy Truck,RT-RIC-BAL-689,2024-10-02,Richmond,Baltimore,166.6,62.0,2.69,0,Highway,Low,14660.0,29.2,0.6643,56.99
VH-0401,Heavy Truck,RT-BIR-WOL-706,2023-02-14,Birmingham,Wolverhampton,22.5,45.3,0.5,3,Urban,Low,24910.0,78.2,0.3601,13.08
VH-0280,Heavy Truck,RT-LEI-NOT-916,2024-06-16,Leicester,Nottingham,24.6,87.0,0.28,0,Highway,Moderate,21330.0,16.5,0.7922,12.24
VH-0150,Van,RT-RIC-BAL-347,2023-09-13,Richmond,Baltimore,172.2,82.4,2.09,1,Highway,High,1350.0,51.9,0.631,5.42
VH-0130,Van,RT-COL-CIN-647,2024-03-31,Columbus,Cincinnati,149.0,76.4,1.95,2,Highway,Moderate,2490.0,45.0,0.6084,8.66
VH-0260,Medium Truck,RT-RIC-BAL-211,2022-06-24,Richmond,Baltimore,185.4,81.9,2.26,3,Highway,Low,12310.0,95.9,0.3961,53.25
VH-0394,Heavy Truck,RT-BIR-WOL-870,2024-03-29,Birmingham,Wolverhampton,18.7,48.4,0.39,0,Urban,Moderate,25740.0,6.1,0.7198,11.23
VH-0170,Flatbed,RT-NEW-PHI-556,2023-03-29,New York,Philadelphia,146.1,67.1,2.18,2,Highway,Low,17490.0,47.2,0.5713,59.62
VH-0192,Heavy Truck,RT-CHI-DET-207,2024-09-15,Chicago,Detroit,479.6,76.6,6.26,11,Highway,Moderate,25960.0,225.9,0.248,290.51
VH-0152,Flatbed,RT-LOS-SAN-903,2024-07-21,Los Angeles,San Francisco,693.4,82.2,8.44,7,Highway,Low,13300.0,176.5,0.2716,215.19
VH-0106,Refrigerated Truck,RT-SEA-POR-145,2023-09-07,Seattle,Portland,323.5,76.1,4.25,7,Highway,Moderate,12460.0,130.6,0.2533,94.05
VH-0415,Van,RT-GLA-EDI-628,2023-05-15,Glasgow,Edinburgh,76.7,86.9,0.88,1,Highway,Low,3320.0,34.9,0.7153,5.94
VH-0090,Heavy Truck,RT-CHI-IND-290,2023-01-13,Chicago,Indianapolis,335.2,77.0,4.35,2,Highway,Moderate,16480.0,59.4,0.5502,128.9
VH-0328,Van,RT-COL-CIN-104,2024-03-07,Columbus,Cincinnati,159.2,71.5,2.23,2,Highway,Low,2480.0,46.8,0.5862,9.21
VH-0361,Van,RT-SHE-HUL-474,2023-01-18,Sheffield,Hull,71.9,54.8,1.31,1,Mixed,High,1250.0,37.0,0.6102,2.1
VH-0167,Refrigerated Truck,RT-LON-CAM-725,2024-03-06,London,Cambridge,85.5,79.2,1.08,1,Highway,Low,16950.0,40.9,0.6672,33.82
VH-0201,Heavy Truck,RT-NEW-BOS-729,2023-09-02,New York,Boston,333.5,79.3,4.21,3,Highway,Moderate,20780.0,56.7,0.5516,161.7
VH-0303,Van,RT-BRI-CAR-623,2022-10-17,Bristol,Cardiff,47.6,70.6,0.67,1,Highway,Low,1930.0,20.0,0.7285,2.14
VH-0199,Refrigerated Truck,RT-LOS-SAN-668,2022-12-21,Los Angeles,San Francisco,633.9,56.8,11.16,6,Highway,Moderate,15520.0,108.3,0.2477,229.56
VH-0086,Refrigerated Truck,RT-PHO-TUC-596,2022-01-20,Phoenix,Tucson,193.2,66.3,2.91,1,Highway,Low,20120.0,42.8,0.6206,90.7
VH-0070,Tanker,RT-LON-CAM-184,2022-12-09,London,Cambridge,110.8,54.0,2.05,1,Mixed,Moderate,21660.0,39.1,0.5991,56.0
VH-0290,Medium Truck,RT-BIR-MAN-679,2024-07-25,Birmingham,Manchester,98.6,44.5,2.22,1,Urban,Low,6510.0,31.1,0.6039,14.98
VH-0381,Flatbed,RT-PHO-TUC-655,2024-01-22,Phoenix,Tucson,187.2,66.7,2.81,3,Highway,Low,22000.0,54.2,0.5243,96.1
VH-0422,Heavy Truck,RT-MAN-LEE-404,2023-05-22,Manchester,Leeds,66.2,56.8,1.17,1,Mixed,Moderate,23280.0,32.4,0.6354,35.96
VH-0448,Tanker,RT-MAN-LEE-314,2023-05-01,Manchester,Leeds,68.5,64.0,1.07,1,Highway,Low,29910.0,37.9,0.6341,47.81
VH-0416,Refrigerated Truck,RT-NEW-BOS-933,2023-02-28,New York,Boston,353.0,77.5,4.55,4,Highway,High,16630.0,118.6,0.2783,136.98
VH-0106,Refrigerated Truck,RT-LEE-SHE-396,2023-08-23,Leeds,Sheffield,60.3,67.5,0.89,1,Highway,Moderate,21710.0,27.4,0.6883,30.55
VH-0294,Flatbed,RT-LON-LUT-987,2023-07-22,London,Luton,45.7,63.6,0.72,2,Highway,Low,9010.0,56.8,0.5208,9.61
VH-0336,Heavy Truck,RT-NEW-LEE-601,2024-03-15,Newcastle,Leeds,99.5,55.0,1.81,1,Urban,Low,22180.0,45.8,0.5742,51.49
VH-0073,Heavy Truck,RT-DET-CLE-512,2022-07-10,Detroit,Cleveland,300.5,85.1,3.53,3,Highway,Moderate,22710.0,50.0,0.597,159.23
VH-0264,Van,RT-LON-LUT-848,2022-07-10,London,Luton,45.0,60.2,0.75,2,Mixed,High,2450.0,61.2,0.4923,2.57
VH-0498,Refrigerated Truck,RT-ATL-CHA-944,2024-05-29,Atlanta,Charlotte,377.8,68.3,5.53,5,Highway,Moderate,13570.0,137.2,0.2382,119.62
VH-0109,Heavy Truck,RT-PHO-TUC-907,2024-09-20,Phoenix,Tucson,212.1,70.9,2.99,2,Highway,High,19060.0,57.9,0.5381,94.33
VH-0176,Refrigerated Truck,RT-LOU-LEX-551,2022-11-20,Louisville,Lexington,94.9,74.6,1.27,1,Highway,Low,9740.0,37.8,0.6663,21.57
VH-0234,Heavy Truck,RT-LON-BIR-995,2022-11-22,London,Birmingham,143.6,64.0,2.24,2,Mixed,Low,20400.0,47.7,0.5599,68.35
VH-0478,Tanker,RT-LON-LUT-505,2022-04-17,London,Luton,43.7,49.0,0.89,0,Mixed,Moderate,24730.0,21.6,0.657,25.22
VH-0321,Flatbed,RT-NOR-CAM-235,2022-06-09,Norwich,Cambridge,68.9,43.2,1.59,0,Urban,Moderate,11630.0,7.4,0.6988,18.7
VH-0304,Heavy Truck,RT-MAN-LIV-810,2024-05-14,Manchester,Liverpool,56.3,47.9,1.18,2,Urban,Moderate,11930.0,29.9,0.5858,15.67
VH-0068,Heavy Truck,RT-DEN-SAL-240,2023-09-05,Denver,Salt Lake City,701.0,60.8,11.53,11,Highway,Moderate,15010.0,232.2,0.2006,245.51
VH-0196,Heavy Truck,RT-NEW-LEE-550,2022-12-03,Newcastle,Leeds,98.3,65.4,1.5,2,Highway,Moderate,19770.0,37.4,0.607,45.35
VH-0180,Heavy Truck,RT-SHE-HUL-202,2022-06-27,Sheffield,Hull,81.9,58.1,1.41,2,Mixed,Low,23760.0,52.2,0.5235,45.41
VH-0072,Refrigerated Truck,RT-GLA-EDI-760,2023-07-22,Glasgow,Edinburgh,70.8,68.5,1.03,2,Highway,Moderate,9960.0,61.6,0.5155,16.45
VH-0044,Refrigerated Truck,RT-BIR-WOL-310,2023-09-10,Birmingham,Wolverhampton,18.4,47.6,0.39,1,Urban,Moderate,17670.0,42.8,0.5645,7.59
VH-0266,Flatbed,RT-LOS-LAS-606,2023-05-06,Los Angeles,Las Vegas,467.7,79.2,5.91,2,Highway,Moderate,23260.0,32.4,0.6693,253.84
VH-0198,Refrigerated Truck,RT-GLA-EDI-424,2024-01-10,Glasgow,Edinburgh,69.9,74.5,0.94,0,Highway,Moderate,8170.0,27.2,0.7102,13.33
VH-0068,Heavy Truck,RT-YOR-LEE-117,2022-05-30,York,Leeds,36.2,47.0,0.77,1,Mixed,Moderate,25270.0,43.7,0.5589,21.34
VH-0301,Heavy Truck,RT-LON-BRI-743,2023-08-10,London,Bristol,193.7,75.7,2.56,5,Highway,Low,16370.0,147.1,0.2604,73.99
VH-0365,Heavy Truck,RT-MIA-ORL-185,2023-07-23,Miami,Orlando,430.2,58.1,7.4,6,Mixed,Moderate,19860.0,74.8,0.3912,199.35
VH-0159,Heavy Truck,RT-BRI-CAR-417,2022-05-16,Bristol,Cardiff,48.5,71.3,0.68,0,Highway,Low,16250.0,18.4,0.7372,18.39
VH-0358,Medium Truck,RT-NEW-PHI-416,2022-04-23,New York,Philadelphia,164.1,48.9,3.36,2,Urban,Low,9080.0,34.8,0.5684,34.77
VH-0342,Refrigerated Truck,RT-COL-CIN-635,2023-12-12,Columbus,Cincinnati,186.2,67.9,2.74,4,Highway,Low,14950.0,46.6,0.5495,64.95
VH-0265,Van,RT-BRI-BAT-443,2022-03-02,Bristol,Bath,19.0,47.6,0.4,0,Urban,Low,3220.0,11.7,0.694,1.43
VH-0414,Tanker,RT-NEW-PHI-623,2024-07-21,New York,Philadelphia,134.9,63.0,2.14,0,Highway,Low,16160.0,19.4,0.7082,50.87
VH-0185,Van,RT-LEE-SHE-333,2022-08-25,Leeds,Sheffield,49.0,82.5,0.59,2,Highway,Moderate,1260.0,39.9,0.6479,1.44
VH-0380,Refrigerated Truck,RT-MIA-ORL-283,2022-11-04,Miami,Orlando,381.7,71.6,5.33,3,Highway,High,13100.0,40.6,0.5956,116.67
VH-0477,Medium Truck,RT-MAN-LEE-837,2024-05-02,Manchester,Leeds,70.4,67.8,1.04,0,Highway,High,7900.0,15.5,0.7388,12.98
VH-0164,Van,RT-LON-LUT-147,2024-11-22,London,Luton,54.2,75.2,0.72,1,Rural,Low,1560.0,25.8,0.7181,1.97
VH-0489,Flatbed,RT-CHI-DET-108,2024-07-24,Chicago,Detroit,523.7,75.1,6.97,4,Highway,Moderate,13560.0,77.3,0.4432,165.7
VH-0189,Medium Truck,RT-LON-CAM-891,2024-10-07,London,Cambridge,86.3,72.5,1.19,1,Highway,High,8310.0,39.9,0.6512,16.73
VH-0398,Refrigerated Truck,RT-LON-CAM-443,2022-01-20,London,Cambridge,98.3,37.4,2.63,2,Urban,Low,15580.0,53.3,0.4646,35.74
VH-0001,Tanker,RT-COL-CIN-603,2024-05-09,Columbus,Cincinnati,149.4,70.9,2.11,2,Highway,Moderate,29750.0,36.6,0.6269,103.71
VH-0493,Refrigerated Truck,RT-LEE-SHE-522,2024-11-30,Leeds,Sheffield,52.8,49.5,1.07,2,Urban,Moderate,20560.0,47.2,0.5185,25.33
VH-0359,Flatbed,RT-ABE-INV-176,2024-03-18,Aberdeen,Inverness,156.0,63.1,2.47,1,Rural,Moderate,18830.0,35.5,0.6414,68.54
VH-0304,Heavy Truck,RT-DET-CLE-817,2024-03-15,Detroit,Cleveland,254.3,68.1,3.73,2,Highway,Moderate,23610.0,32.7,0.6347,140.09
VH-0426,Refrigerated Truck,RT-EXE-PLY-259,2022-08-12,Exeter,Plymouth,50.7,62.2,0.82,3,Rural,Low,18920.0,37.9,0.5787,22.38
VH-0055,Flatbed,RT-COV-LEI-415,2024-07-14,Coventry,Leicester,28.3,59.5,0.48,1,Highway,Low,21100.0,24.0,0.6785,13.93
VH-0238,Refrigerated Truck,RT-BRI-BAT-320,2022-03-24,Bristol,Bath,18.9,82.0,0.23,0,Highway,Low,17760.0,25.7,0.7389,7.83
VH-0428,Van,RT-EXE-PLY-366,2023-09-05,Exeter,Plymouth,52.1,70.9,0.73,1,Rural,Moderate,1120.0,39.4,0.6485,1.36
VH-0420,Refrigerated Truck,RT-LEI-NOT-204,2024-08-04,Leicester,Nottingham,26.7,79.6,0.34,4,Highway,Moderate,11500.0,86.5,0.4184,7.16
VH-0412,Van,RT-NEW-LEE-481,2024-03-31,Newcastle,Leeds,114.1,68.9,1.66,1,Highway,Low,1500.0,31.8,0.6742,3.99
VH-0352,Heavy Truck,RT-MIN-MIL-302,2022-05-13,Minneapolis,Milwaukee,593.9,69.1,8.59,8,Highway,Moderate,10350.0,124.5,0.2295,143.43
VH-0463,Heavy Truck,RT-NAS-MEM-572,2022-03-29,Nashville,Memphis,371.7,86.5,4.3,1,Highway,Low,15300.0,49.1,0.6549,132.7
VH-0026,Medium Truck,RT-COV-LEI-462,2022-12-20,Coventry,Leicester,34.1,60.8,0.56,0,Mixed,High,11150.0,5.7,0.7586,8.87
VH-0110,Refrigerated Truck,RT-LEI-NOT-610,2023-08-28,Leicester,Nottingham,23.5,62.5,0.38,0,Highway,Moderate,16640.0,20.4,0.7025,9.12
VH-0211,Medium Truck,RT-CHI-IND-355,2024-12-12,Chicago,Indianapolis,292.2,84.7,3.45,3,Highway,Low,10780.0,59.0,0.5583,73.5
VH-0323,Flatbed,RT-KAN-ST -429,2024-10-25,Kansas City,St Louis,389.6,66.2,5.89,1,Mixed,High,16240.0,38.4,0.6386,147.63
VH-0199,Refrigerated Truck,RT-LON-LUT-928,2022-04-30,London,Luton,43.7,58.3,0.75,1,Mixed,Low,18900.0,39.1,0.612,19.27
VH-0242,Medium Truck,RT-SEA-POR-372,2023-05-09,Seattle,Portland,305.9,64.3,4.76,2,Highway,Moderate,7230.0,32.9,0.6225,51.61
VH-0274,Flatbed,RT-LEE-SHE-280,2022-12-22,Leeds,Sheffield,59.5,55.3,1.08,1,Urban,Moderate,23900.0,39.4,0.6017,33.18
VH-0122,Tanker,RT-NEW-BOS-681,2023-12-22,New York,Boston,298.5,74.5,4.01,4,Highway,Moderate,25550.0,76.2,0.446,177.96
VH-0289,Heavy Truck,RT-LON-COV-279,2023-09-25,London,Coventry,176.0,85.0,2.07,1,Highway,Low,17880.0,51.8,0.6392,73.43
VH-0252,Heavy Truck,RT-MAN-LEE-925,2023-02-17,Manchester,Leeds,66.6,86.8,0.77,1,Highway,Low,10010.0,29.9,0.7358,15.56
VH-0067,Tanker,RT-CAR-NEW-966,2022-08-16,Cardiff,Newport,16.8,50.9,0.33,0,Rural,Low,17120.0,22.6,0.6585,6.71
VH-0270,Medium Truck,RT-ABE-INV-239,2023-10-23,Aberdeen,Inverness,178.6,57.2,3.12,5,Rural,Moderate,8030.0,115.9,0.222,33.46
VH-0500,Tanker,RT-COV-LEI-328,2024-01-01,Coventry,Leicester,31.6,56.7,0.56,3,Mixed,High,17610.0,123.4,0.2201,12.98
VH-0341,Tanker,RT-NEW-BOS-971,2024-03-12,New York,Boston,312.5,53.7,5.82,2,Mixed,Low,25930.0,47.6,0.5294,189.07
VH-0395,Van,RT-DET-CLE-608,2022-08-02,Detroit,Cleveland,243.7,82.2,2.96,5,Highway,Moderate,1550.0,147.5,0.2799,8.81
VH-0073,Heavy Truck,RT-CAR-NEW-557,2023-11-19,Cardiff,Newport,19.2,47.9,0.4,0,Urban,Low,25410.0,20.9,0.6566,11.38
VH-0006,Medium Truck,RT-BRI-BAT-495,2022-04-09,Bristol,Bath,19.4,61.4,0.32,3,Urban,Moderate,11480.0,66.6,0.4567,5.2
VH-0225,Tanker,RT-LOS-SAN-907,2024-09-08,Los Angeles,San Francisco,551.4,50.7,10.88,7,Mixed,Moderate,16520.0,119.7,0.1783,212.55
VH-0443,Refrigerated Truck,RT-DET-CLE-120,2023-08-27,Detroit,Cleveland,293.2,67.9,4.32,4,Highway,Moderate,19840.0,49.9,0.5358,135.73
VH-0164,Van,RT-BRI-BAT-446,2022-07-10,Bristol,Bath,16.2,75.6,0.21,1,Highway,Low,1190.0,32.1,0.693,0.45
VH-0305,Heavy Truck,RT-HOU-NEW-203,2022-04-20,Houston,New Orleans,532.8,76.7,6.95,9,Highway,Moderate,16950.0,192.2,0.2501,210.72
