Manufacturer,Vehicle_Model,Vehicle_Class,Engine_Size_L,Engine_Cylinders,Transmission_Type,Fuel_Type_Code,Fuel_Type,Fuel_Consumption_City_L100km,Fuel_Consumption_Hwy_L100km,Fuel_Consumption_Combined_L100km,CO2_Emissions_g_per_km,Estimated_Annual_CO2_kg,Fuel_Cost_Per_100km_CAD,Estimated_Annual_Fuel_Cost_CAD,EV_CO2_Saving_g_per_km,EV_Annual_CO2_Saving_kg,Is_Diesel,Emission_Category
Cadillac,CTS SEDAN AWD,Mid-Size,3.6,6,AS6,X,Regular Gasoline,13.1,9.0,11.3,260,5200.0,16.39,3278.0,230,4600.0,0,High
Cadillac,CTS SEDAN Vsport,Mid-Size,3.6,6,AS8,Z,Premium Gasoline,15.1,9.9,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Cadillac,CTS SPORT WAGON,Station Wagon - Small,3.0,6,AS6,X,Regular Gasoline,12.7,8.9,11.0,253,5060.0,15.95,3190.0,223,4460.0,0,High
Cadillac,CTS SPORT WAGON,Station Wagon - Small,3.6,6,AS6,X,Regular Gasoline,13.3,8.9,11.3,260,5200.0,16.39,3278.0,230,4600.0,0,High
Cadillac,CTS SPORT WAGON AWD,Station Wagon - Small,3.0,6,AS6,X,Regular Gasoline,12.8,9.1,11.1,255,5100.0,16.1,3220.0,225,4500.0,0,High
Cadillac,CTS SPORT WAGON AWD,Station Wagon - Small,3.6,6,AS6,X,Regular Gasoline,13.3,9.0,11.4,262,5240.0,16.53,3306.0,232,4640.0,0,High
Cadillac,CTS-V COUPE,Mid-Size,6.2,8,AS6,Z,Premium Gasoline,19.7,12.9,16.6,382,7640.0,24.07,4814.0,352,7040.0,0,Very High
Cadillac,CTS-V COUPE,Mid-Size,6.2,8,M6,Z,Premium Gasoline,16.7,12.5,14.8,340,6800.0,21.46,4292.0,310,6200.0,0,High
Cadillac,CTS-V SEDAN,Mid-Size,6.2,8,AS6,Z,Premium Gasoline,19.7,12.9,16.6,382,7640.0,24.07,4814.0,352,7040.0,0,Very High
Cadillac,CTS-V SEDAN,Mid-Size,6.2,8,M6,Z,Premium Gasoline,16.7,12.5,14.8,340,6800.0,21.46,4292.0,310,6200.0,0,High
Cadillac,CTS-V SPORT WAGON,Station Wagon - Small,6.2,8,AS6,Z,Premium Gasoline,19.7,12.9,16.6,382,7640.0,24.07,4814.0,352,7040.0,0,Very High
Cadillac,CTS-V SPORT WAGON,Station Wagon - Small,6.2,8,M6,Z,Premium Gasoline,16.7,12.5,14.8,340,6800.0,21.46,4292.0,310,6200.0,0,High
Cadillac,ESCALADE AWD,Suv - Standard,6.2,8,A6,Z,Premium Gasoline,17.0,11.8,14.7,338,6760.0,21.32,4264.0,308,6160.0,0,High
Cadillac,ESCALADE AWD,Suv - Standard,6.2,8,A6,E,Ethanol (E85),23.3,16.1,20.1,322,6440.0,29.14,5828.0,292,5840.0,0,High
Cadillac,ESCALADE ESV AWD,Suv - Standard,6.2,8,A6,Z,Premium Gasoline,18.8,13.4,16.4,377,7540.0,23.78,4756.0,347,6940.0,0,Very High
Cadillac,ESCALADE ESV AWD,Suv - Standard,6.2,8,A6,E,Ethanol (E85),25.7,17.8,22.1,354,7080.0,32.04,6408.0,324,6480.0,0,Very High
Cadillac,SRX,Suv - Standard,3.6,6,AS6,X,Regular Gasoline,14.3,9.8,12.3,283,5660.0,17.84,3568.0,253,5060.0,0,High
Cadillac,SRX AWD,Suv - Standard,3.6,6,AS6,X,Regular Gasoline,14.8,10.4,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Cadillac,XTS,Full-Size,3.6,6,AS6,X,Regular Gasoline,13.6,8.6,11.4,262,5240.0,16.53,3306.0,232,4640.0,0,High
Cadillac,XTS AWD,Full-Size,3.6,6,AS6,X,Regular Gasoline,14.0,9.1,11.8,271,5420.0,17.11,3422.0,241,4820.0,0,High
Cadillac,XTS Vsport AWD,Full-Size,3.6,6,AS6,Z,Premium Gasoline,14.8,9.8,12.6,290,5800.0,18.27,3654.0,260,5200.0,0,High
Chevrolet,CAMARO,Compact,3.6,6,AS6,X,Regular Gasoline,13.2,8.7,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Chevrolet,CAMARO,Compact,3.6,6,M6,X,Regular Gasoline,14.2,8.6,11.7,269,5380.0,16.96,3392.0,239,4780.0,0,High
Chevrolet,CAMARO 2LS,Compact,3.6,6,AS6,X,Regular Gasoline,12.7,7.9,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Chevrolet,CAMARO SS,Compact,6.2,8,AS6,Z,Premium Gasoline,15.3,9.8,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Chevrolet,CAMARO SS,Compact,6.2,8,M6,Z,Premium Gasoline,15.0,9.9,12.7,292,5840.0,18.42,3684.0,262,5240.0,0,High
Chevrolet,CAMARO ZL1,Compact,6.2,8,AS6,Z,Premium Gasoline,19.7,12.9,16.6,382,7640.0,24.07,4814.0,352,7040.0,0,Very High
Chevrolet,CAMARO ZL1,Compact,6.2,8,M6,Z,Premium Gasoline,16.7,12.5,14.8,340,6800.0,21.46,4292.0,310,6200.0,0,High
Chevrolet,CORVETTE,Two-Seater,6.2,8,AS6,Z,Premium Gasoline,14.9,8.5,12.0,276,5520.0,17.4,3480.0,246,4920.0,0,High
Chevrolet,CORVETTE,Two-Seater,6.2,8,M7,Z,Premium Gasoline,13.7,8.2,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Chevrolet,CRUZE,Mid-Size,1.4,4,AS6,X,Regular Gasoline,9.1,6.3,7.8,179,3580.0,11.31,2262.0,149,2980.0,0,Medium
Chevrolet,CRUZE,Mid-Size,1.4,4,M6,X,Regular Gasoline,9.1,6.3,7.8,179,3580.0,11.31,2262.0,149,2980.0,0,Medium
Chevrolet,CRUZE,Mid-Size,1.8,4,AS6,X,Regular Gasoline,10.5,6.7,8.8,202,4040.0,12.76,2552.0,172,3440.0,0,Medium
Chevrolet,CRUZE,Mid-Size,1.8,4,M6,X,Regular Gasoline,9.5,6.5,8.2,189,3780.0,11.89,2378.0,159,3180.0,0,Medium
Chevrolet,CRUZE DIESEL,Mid-Size,2.0,4,AS6,D,Diesel,8.7,5.1,7.1,192,3840.0,11.36,2272.0,162,3240.0,1,Medium
Chevrolet,CRUZE ECO,Mid-Size,1.4,4,A6,X,Regular Gasoline,9.1,6.0,7.7,177,3540.0,11.16,2232.0,147,2940.0,0,Medium
Chevrolet,CRUZE ECO,Mid-Size,1.4,4,M6,X,Regular Gasoline,8.4,5.6,7.1,163,3260.0,10.3,2060.0,133,2660.0,0,Medium
Chevrolet,EQUINOX,Suv - Small,2.4,4,A6,X,Regular Gasoline,10.5,7.3,9.1,209,4180.0,13.19,2638.0,179,3580.0,0,Medium
Chevrolet,EQUINOX,Suv - Small,3.6,6,A6,X,Regular Gasoline,13.9,9.6,12.0,276,5520.0,17.4,3480.0,246,4920.0,0,High
Chevrolet,EQUINOX,Suv - Small,3.6,6,A6,E,Ethanol (E85),18.8,13.1,16.2,259,5180.0,23.49,4698.0,229,4580.0,0,High
Chevrolet,EQUINOX AWD,Suv - Small,2.4,4,A6,X,Regular Gasoline,11.5,8.2,10.0,230,4600.0,14.5,2900.0,200,4000.0,0,Medium
Chevrolet,EQUINOX AWD,Suv - Small,3.6,6,A6,X,Regular Gasoline,14.8,9.9,12.6,290,5800.0,18.27,3654.0,260,5200.0,0,High
Chevrolet,EQUINOX AWD,Suv - Small,3.6,6,A6,E,Ethanol (E85),19.8,13.6,17.0,272,5440.0,24.65,4930.0,242,4840.0,0,High
Chevrolet,EXPRESS 1500 CARGO,Van - Cargo,4.3,6,A4,X,Regular Gasoline,17.1,12.7,15.1,347,6940.0,21.9,4380.0,317,6340.0,0,High
Chevrolet,EXPRESS 1500 CARGO,Van - Cargo,5.3,8,A4,X,Regular Gasoline,18.0,13.4,15.9,366,7320.0,23.06,4612.0,336,6720.0,0,Very High
Chevrolet,EXPRESS 1500 CARGO,Van - Cargo,5.3,8,A4,E,Ethanol (E85),23.5,17.7,20.9,334,6680.0,30.3,6060.0,304,6080.0,0,High
Chevrolet,EXPRESS 1500 CARGO AWD,Van - Cargo,5.3,8,A4,X,Regular Gasoline,18.3,14.2,16.5,380,7600.0,23.92,4784.0,350,7000.0,0,Very High
Chevrolet,EXPRESS 1500 CARGO AWD,Van - Cargo,5.3,8,A4,E,Ethanol (E85),23.7,18.8,21.5,344,6880.0,31.18,6236.0,314,6280.0,0,High
Chevrolet,EXPRESS 1500 CARGO CONV,Van - Cargo,5.3,8,A4,X,Regular Gasoline,18.6,13.9,16.5,380,7600.0,23.92,4784.0,350,7000.0,0,Very High
Chevrolet,EXPRESS 1500 CARGO CONV,Van - Cargo,5.3,8,A4,E,Ethanol (E85),23.9,18.5,21.5,344,6880.0,31.18,6236.0,314,6280.0,0,High
Chevrolet,EXPRESS 1500 CARGO CONV AWD,Van - Cargo,5.3,8,A4,X,Regular Gasoline,18.3,14.2,16.5,380,7600.0,23.92,4784.0,350,7000.0,0,Very High
Chevrolet,EXPRESS 1500 CARGO CONV AWD,Van - Cargo,5.3,8,A4,E,Ethanol (E85),25.3,19.3,22.6,362,7240.0,32.77,6554.0,332,6640.0,0,Very High
Chevrolet,EXPRESS 1500 PASSENGER,Van - Passenger,5.3,8,A4,X,Regular Gasoline,18.6,13.9,16.5,380,7600.0,23.92,4784.0,350,7000.0,0,Very High
Chevrolet,EXPRESS 1500 PASSENGER,Van - Passenger,5.3,8,A4,E,Ethanol (E85),23.9,18.5,21.5,344,6880.0,31.18,6236.0,314,6280.0,0,High
Chevrolet,EXPRESS 1500 PASSENGER AWD,Van - Passenger,5.3,8,A4,X,Regular Gasoline,18.3,14.2,16.5,380,7600.0,23.92,4784.0,350,7000.0,0,Very High
Chevrolet,EXPRESS 1500 PASSENGER AWD,Van - Passenger,5.3,8,A4,E,Ethanol (E85),25.3,19.3,22.6,362,7240.0,32.77,6554.0,332,6640.0,0,Very High
Chevrolet,EXPRESS 2500 PASSENGER,Van - Passenger,4.8,8,A6,X,Regular Gasoline,21.1,14.2,18.0,414,8280.0,26.1,5220.0,384,7680.0,0,Very High
Chevrolet,EXPRESS 2500 PASSENGER,Van - Passenger,6.0,8,A6,X,Regular Gasoline,21.9,15.0,18.8,432,8640.0,27.26,5452.0,402,8040.0,0,Very High
Chevrolet,EXPRESS 2500 PASSENGER,Van - Passenger,6.0,8,A6,E,Ethanol (E85),30.0,20.4,25.7,411,8220.0,37.26,7452.0,381,7620.0,0,Very High
Chevrolet,EXPRESS 3500 PASSENGER,Van - Passenger,4.8,8,A6,X,Regular Gasoline,21.3,14.3,18.2,419,8380.0,26.39,5278.0,389,7780.0,0,Very High
Chevrolet,EXPRESS 3500 PASSENGER,Van - Passenger,6.0,8,A6,X,Regular Gasoline,22.1,15.0,18.9,435,8700.0,27.4,5480.0,405,8100.0,0,Very High
Chevrolet,EXPRESS 3500 PASSENGER,Van - Passenger,6.0,8,A6,E,Ethanol (E85),30.2,20.5,25.8,413,8260.0,37.41,7482.0,383,7660.0,0,Very High
Chevrolet,IMPALA,Full-Size,2.5,4,AS6,X,Regular Gasoline,11.3,7.5,9.6,221,4420.0,13.92,2784.0,191,3820.0,0,Medium
Chevrolet,IMPALA,Full-Size,3.6,6,AS6,X,Regular Gasoline,12.6,8.2,10.6,244,4880.0,15.37,3074.0,214,4280.0,0,Medium
Chevrolet,IMPALA,Full-Size,3.6,6,AS6,E,Ethanol (E85),16.7,11.3,14.3,229,4580.0,20.74,4148.0,199,3980.0,0,Medium
Chevrolet,IMPALA ECO,Full-Size,2.4,4,AS6,X,Regular Gasoline,10.0,7.0,8.7,200,4000.0,12.61,2522.0,170,3400.0,0,Medium
Chevrolet,MALIBU,Mid-Size,2.0,4,AS6,Z,Premium Gasoline,11.5,7.9,9.9,228,4560.0,14.36,2872.0,198,3960.0,0,Medium
Chevrolet,MALIBU,Mid-Size,2.5,4,AS6,X,Regular Gasoline,9.3,6.4,8.0,184,3680.0,11.6,2320.0,154,3080.0,0,Medium
Chevrolet,ORLANDO,Suv - Small,2.4,4,AS6,X,Regular Gasoline,12.2,8.6,10.6,244,4880.0,15.37,3074.0,214,4280.0,0,Medium
Chevrolet,ORLANDO,Suv - Small,2.4,4,M6,X,Regular Gasoline,11.8,8.3,10.2,235,4700.0,14.79,2958.0,205,4100.0,0,Medium
Chevrolet,SILVERADO,Pickup Truck - Standard,4.3,6,A6,X,Regular Gasoline,13.4,9.9,11.8,271,5420.0,17.11,3422.0,241,4820.0,0,High
Chevrolet,SILVERADO,Pickup Truck - Standard,4.3,6,A6,E,Ethanol (E85),18.9,14.2,16.8,269,5380.0,24.36,4872.0,239,4780.0,0,High
Chevrolet,SILVERADO,Pickup Truck - Standard,5.3,8,A6,X,Regular Gasoline,14.6,10.3,12.7,292,5840.0,18.42,3684.0,262,5240.0,0,High
Chevrolet,SILVERADO,Pickup Truck - Standard,5.3,8,A6,E,Ethanol (E85),19.5,13.7,16.9,270,5400.0,24.5,4900.0,240,4800.0,0,High
Chevrolet,SILVERADO,Pickup Truck - Standard,6.2,8,A6,Z,Premium Gasoline,16.3,11.4,14.1,324,6480.0,20.44,4088.0,294,5880.0,0,High
Chevrolet,SILVERADO 4WD,Pickup Truck - Standard,4.3,6,A6,X,Regular Gasoline,14.2,10.6,12.6,290,5800.0,18.27,3654.0,260,5200.0,0,High
Chevrolet,SILVERADO 4WD,Pickup Truck - Standard,4.3,6,A6,E,Ethanol (E85),20.0,15.1,17.8,285,5700.0,25.81,5162.0,255,5100.0,0,High
Chevrolet,SILVERADO 4WD,Pickup Truck - Standard,5.3,8,A6,X,Regular Gasoline,14.9,10.6,13.0,299,5980.0,18.85,3770.0,269,5380.0,0,High
Chevrolet,SILVERADO 4WD,Pickup Truck - Standard,5.3,8,A6,E,Ethanol (E85),19.9,14.2,17.3,277,5540.0,25.08,5016.0,247,4940.0,0,High
Chevrolet,SILVERADO 4WD,Pickup Truck - Standard,6.2,8,A6,Z,Premium Gasoline,16.4,11.7,14.3,329,6580.0,20.74,4148.0,299,5980.0,0,High
Chevrolet,SONIC,Compact,1.4,4,AS6,X,Regular Gasoline,9.1,6.7,8.0,184,3680.0,11.6,2320.0,154,3080.0,0,Medium
Chevrolet,SONIC,Compact,1.4,4,M6,X,Regular Gasoline,8.5,6.2,7.5,173,3460.0,10.88,2176.0,143,2860.0,0,Medium
Chevrolet,SONIC,Compact,1.8,4,AS6,X,Regular Gasoline,9.6,6.6,8.3,191,3820.0,12.04,2408.0,161,3220.0,0,Medium
Chevrolet,SONIC,Compact,1.8,4,M5,X,Regular Gasoline,8.9,6.7,7.9,182,3640.0,11.46,2292.0,152,3040.0,0,Medium
Chevrolet,SONIC RS,Compact,1.4,4,AS6,X,Regular Gasoline,9.4,7.0,8.3,191,3820.0,12.04,2408.0,161,3220.0,0,Medium
Chevrolet,SONIC RS,Compact,1.4,4,M6,X,Regular Gasoline,8.8,7.0,8.0,184,3680.0,11.6,2320.0,154,3080.0,0,Medium
Chevrolet,SONIC 5,Mid-Size,1.4,4,AS6,X,Regular Gasoline,9.1,6.7,8.0,184,3680.0,11.6,2320.0,154,3080.0,0,Medium
Chevrolet,SONIC 5,Mid-Size,1.4,4,M6,X,Regular Gasoline,8.5,6.2,7.5,172,3440.0,10.88,2176.0,142,2840.0,0,Medium
Chevrolet,SONIC 5,Mid-Size,1.8,4,AS6,X,Regular Gasoline,9.6,6.6,8.3,191,3820.0,12.04,2408.0,161,3220.0,0,Medium
Chevrolet,SONIC 5,Mid-Size,1.8,4,M5,X,Regular Gasoline,8.9,6.7,7.9,182,3640.0,11.46,2292.0,152,3040.0,0,Medium
Chevrolet,SONIC 5 RS,Mid-Size,1.4,4,AS6,X,Regular Gasoline,9.4,7.0,8.3,191,3820.0,12.04,2408.0,161,3220.0,0,Medium
Chevrolet,SONIC 5 RS,Mid-Size,1.4,4,M6,X,Regular Gasoline,8.8,7.0,8.0,184,3680.0,11.6,2320.0,154,3080.0,0,Medium
Chevrolet,SPARK,Subcompact,1.2,4,AV,X,Regular Gasoline,7.7,6.0,6.9,159,3180.0,10.01,2002.0,129,2580.0,0,Medium
Chevrolet,SPARK,Subcompact,1.2,4,M5,X,Regular Gasoline,7.6,6.0,6.9,159,3180.0,10.01,2002.0,129,2580.0,0,Medium
Chevrolet,SUBURBAN,Suv - Standard,5.3,8,A6,X,Regular Gasoline,16.0,11.1,13.8,317,6340.0,20.01,4002.0,287,5740.0,0,High
Chevrolet,SUBURBAN,Suv - Standard,5.3,8,A6,E,Ethanol (E85),21.5,14.6,18.4,294,5880.0,26.68,5336.0,264,5280.0,0,High
Chevrolet,SUBURBAN 4WD,Suv - Standard,5.3,8,A6,X,Regular Gasoline,16.0,11.1,13.8,317,6340.0,20.01,4002.0,287,5740.0,0,High
Chevrolet,SUBURBAN 4WD,Suv - Standard,5.3,8,A6,E,Ethanol (E85),21.5,14.6,18.4,294,5880.0,26.68,5336.0,264,5280.0,0,High
Chevrolet,TAHOE,Suv - Standard,5.3,8,A6,X,Regular Gasoline,16.0,11.1,13.8,317,6340.0,20.01,4002.0,287,5740.0,0,High
Chevrolet,TAHOE,Suv - Standard,5.3,8,A6,E,Ethanol (E85),21.5,14.6,18.4,294,5880.0,26.68,5336.0,264,5280.0,0,High
Chevrolet,TAHOE 4WD,Suv - Standard,5.3,8,A6,X,Regular Gasoline,16.0,11.1,13.8,317,6340.0,20.01,4002.0,287,5740.0,0,High
Chevrolet,TAHOE 4WD,Suv - Standard,5.3,8,A6,E,Ethanol (E85),21.5,14.6,18.4,294,5880.0,26.68,5336.0,264,5280.0,0,High
Chevrolet,TRAVERSE,Suv - Standard,3.6,6,A6,X,Regular Gasoline,14.3,9.9,12.3,283,5660.0,17.84,3568.0,253,5060.0,0,High
Chevrolet,TRAVERSE AWD,Suv - Standard,3.6,6,A6,X,Regular Gasoline,14.6,10.2,12.6,290,5800.0,18.27,3654.0,260,5200.0,0,High
Chevrolet,TRAX,Suv - Small,1.4,4,AS6,X,Regular Gasoline,9.4,7.1,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Chevrolet,TRAX,Suv - Small,1.4,4,M6,X,Regular Gasoline,9.1,6.8,8.1,186,3720.0,11.74,2348.0,156,3120.0,0,Medium
Chevrolet,TRAX AWD,Suv - Small,1.4,4,AS6,X,Regular Gasoline,10.0,7.8,9.0,207,4140.0,13.05,2610.0,177,3540.0,0,Medium
Chrysler,300,Full-Size,3.6,6,A8,X,Regular Gasoline,12.4,7.7,10.3,237,4740.0,14.94,2988.0,207,4140.0,0,Medium
Chrysler,200 CONVERTIBLE,Compact,2.4,4,A4,X,Regular Gasoline,11.7,8.2,10.1,232,4640.0,14.64,2928.0,202,4040.0,0,Medium
Chrysler,200 CONVERTIBLE,Compact,2.4,4,A6,X,Regular Gasoline,12.9,8.1,10.7,246,4920.0,15.51,3102.0,216,4320.0,0,Medium
Chrysler,200 CONVERTIBLE FFV,Compact,3.6,6,A6,X,Regular Gasoline,12.5,8.1,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Chrysler,200 CONVERTIBLE FFV,Compact,3.6,6,A6,E,Ethanol (E85),17.0,11.2,14.4,230,4600.0,20.88,4176.0,200,4000.0,0,Medium
Chrysler,200 SEDAN,Mid-Size,2.4,4,A4,X,Regular Gasoline,11.2,8.0,9.8,225,4500.0,14.21,2842.0,195,3900.0,0,Medium
Chrysler,200 SEDAN,Mid-Size,2.4,4,A6,X,Regular Gasoline,12.0,7.6,10.0,230,4600.0,14.5,2900.0,200,4000.0,0,Medium
Chrysler,200 SEDAN FFV,Mid-Size,3.6,6,A6,X,Regular Gasoline,12.5,8.1,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Chrysler,200 SEDAN FFV,Mid-Size,3.6,6,A6,E,Ethanol (E85),17.0,11.2,14.4,230,4600.0,20.88,4176.0,200,4000.0,0,Medium
Chrysler,300 (MDS),Full-Size,5.7,8,A5,X,Regular Gasoline,15.8,9.2,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Chrysler,300 AWD,Full-Size,3.6,6,A8,X,Regular Gasoline,12.8,8.6,10.9,251,5020.0,15.8,3160.0,221,4420.0,0,High
Chrysler,300 AWD (MDS),Full-Size,5.7,8,A5,X,Regular Gasoline,16.1,10.0,13.4,308,6160.0,19.43,3886.0,278,5560.0,0,High
Chrysler,300 AWD FFV,Full-Size,3.6,6,A8,X,Regular Gasoline,12.8,8.6,10.9,251,5020.0,15.8,3160.0,221,4420.0,0,High
Chrysler,300 AWD FFV,Full-Size,3.6,6,A8,E,Ethanol (E85),17.3,11.7,14.8,237,4740.0,21.46,4292.0,207,4140.0,0,Medium
Chrysler,300 FFV,Full-Size,3.6,6,A8,X,Regular Gasoline,12.4,7.7,10.3,237,4740.0,14.94,2988.0,207,4140.0,0,Medium
Chrysler,300 FFV,Full-Size,3.6,6,A8,E,Ethanol (E85),16.8,10.3,13.9,222,4440.0,20.16,4032.0,192,3840.0,0,Medium
Chrysler,300 SRT (MDS),Full-Size,6.4,8,A5,Z,Premium Gasoline,16.7,10.3,13.8,317,6340.0,20.01,4002.0,287,5740.0,0,High
Chrysler,TOWN & COUNTRY FFV,Minivan,3.6,6,A6,X,Regular Gasoline,14.1,9.5,12.0,276,5520.0,17.4,3480.0,246,4920.0,0,High
Chrysler,TOWN & COUNTRY FFV,Minivan,3.6,6,A6,E,Ethanol (E85),19.7,13.3,16.8,269,5380.0,24.36,4872.0,239,4780.0,0,High
Dodge,AVENGER,Mid-Size,2.4,4,A4,X,Regular Gasoline,11.2,8.0,9.8,225,4500.0,14.21,2842.0,195,3900.0,0,Medium
Dodge,AVENGER,Mid-Size,2.4,4,A6,X,Regular Gasoline,12.0,7.6,10.0,230,4600.0,14.5,2900.0,200,4000.0,0,Medium
Dodge,AVENGER FFV,Mid-Size,3.6,6,A6,X,Regular Gasoline,12.5,8.1,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Dodge,AVENGER FFV,Mid-Size,3.6,6,A6,E,Ethanol (E85),17.0,11.2,14.4,230,4600.0,20.88,4176.0,200,4000.0,0,Medium
Dodge,CHALLENGER,Mid-Size,3.6,6,A5,X,Regular Gasoline,13.2,8.7,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Dodge,CHALLENGER,Mid-Size,5.7,8,M6,X,Regular Gasoline,15.6,10.0,13.1,301,6020.0,18.99,3798.0,271,5420.0,0,High
Dodge,CHALLENGER (MDS),Mid-Size,5.7,8,A5,X,Regular Gasoline,15.8,9.2,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Dodge,CHALLENGER SRT,Mid-Size,6.4,8,M6,Z,Premium Gasoline,16.8,10.4,13.9,320,6400.0,20.16,4032.0,290,5800.0,0,High
Dodge,CHALLENGER SRT (MDS),Mid-Size,6.4,8,A5,Z,Premium Gasoline,16.7,10.3,13.8,317,6340.0,20.01,4002.0,287,5740.0,0,High
Dodge,CHARGER,Full-Size,3.6,6,A5,X,Regular Gasoline,13.2,8.7,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Dodge,CHARGER,Full-Size,3.6,6,A8,X,Regular Gasoline,12.4,7.7,10.3,237,4740.0,14.94,2988.0,207,4140.0,0,Medium
Dodge,CHARGER (MDS),Full-Size,5.7,8,A5,X,Regular Gasoline,15.8,9.2,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Dodge,CHARGER AWD,Full-Size,3.6,6,A8,X,Regular Gasoline,12.8,8.6,10.9,251,5020.0,15.8,3160.0,221,4420.0,0,High
Dodge,CHARGER AWD (MDS),Full-Size,5.7,8,A5,X,Regular Gasoline,16.1,10.0,13.4,308,6160.0,19.43,3886.0,278,5560.0,0,High
Dodge,CHARGER AWD FFV,Full-Size,3.6,6,A8,X,Regular Gasoline,12.8,8.6,10.9,251,5020.0,15.8,3160.0,221,4420.0,0,High
Dodge,CHARGER AWD FFV,Full-Size,3.6,6,A8,E,Ethanol (E85),17.3,11.7,14.8,237,4740.0,21.46,4292.0,207,4140.0,0,Medium
Dodge,CHARGER FFV,Full-Size,3.6,6,A5,X,Regular Gasoline,13.2,8.7,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Dodge,CHARGER FFV,Full-Size,3.6,6,A5,E,Ethanol (E85),18.3,12.6,15.7,251,5020.0,22.76,4552.0,221,4420.0,0,High
Dodge,CHARGER FFV,Full-Size,3.6,6,A8,X,Regular Gasoline,12.3,7.6,10.2,235,4700.0,14.79,2958.0,205,4100.0,0,Medium
Dodge,CHARGER FFV,Full-Size,3.6,6,A8,E,Ethanol (E85),16.8,10.3,13.9,222,4440.0,20.16,4032.0,192,3840.0,0,Medium
Dodge,CHARGER SRT (MDS),Full-Size,6.4,8,A5,Z,Premium Gasoline,16.7,10.3,13.8,317,6340.0,20.01,4002.0,287,5740.0,0,High
Dodge,DART,Mid-Size,2.0,4,M6,X,Regular Gasoline,9.4,6.5,8.1,186,3720.0,11.74,2348.0,156,3120.0,0,Medium
Dodge,DART,Mid-Size,2.4,4,A6,X,Regular Gasoline,10.1,6.8,8.6,198,3960.0,12.47,2494.0,168,3360.0,0,Medium
Dodge,DART,Mid-Size,2.4,4,M6,X,Regular Gasoline,10.5,6.7,8.8,202,4040.0,12.76,2552.0,172,3440.0,0,Medium
Dodge,DART FFV,Mid-Size,2.0,4,A6,X,Regular Gasoline,9.9,7.0,8.6,198,3960.0,12.47,2494.0,168,3360.0,0,Medium
Dodge,DART FFV,Mid-Size,2.0,4,A6,E,Ethanol (E85),14.2,9.8,12.2,195,3900.0,17.69,3538.0,165,3300.0,0,Medium
Dodge,DART GT,Mid-Size,2.4,4,A6,X,Regular Gasoline,10.6,7.5,9.2,212,4240.0,13.34,2668.0,182,3640.0,0,Medium
Dodge,DART GT,Mid-Size,2.4,4,M6,X,Regular Gasoline,10.2,7.0,8.8,202,4040.0,12.76,2552.0,172,3440.0,0,Medium
Dodge,DART TURBO AERO,Mid-Size,1.4,4,AM6,X,Regular Gasoline,8.4,5.9,7.3,168,3360.0,10.58,2116.0,138,2760.0,0,Medium
Dodge,DART TURBO AERO,Mid-Size,1.4,4,M6,X,Regular Gasoline,8.5,5.8,7.3,168,3360.0,10.58,2116.0,138,2760.0,0,Medium
Dodge,DURANGO AWD (MDS),Suv - Standard,5.7,8,A8,X,Regular Gasoline,17.3,10.8,14.4,331,6620.0,20.88,4176.0,301,6020.0,0,High
Dodge,DURANGO AWD FFV,Suv - Standard,3.6,6,A8,X,Regular Gasoline,13.9,9.8,12.1,278,5560.0,17.54,3508.0,248,4960.0,0,High
Dodge,DURANGO AWD FFV,Suv - Standard,3.6,6,A8,E,Ethanol (E85),17.7,13.0,15.6,250,5000.0,22.62,4524.0,220,4400.0,0,High
Dodge,GRAND CARAVAN FFV,Minivan,3.6,6,A6,X,Regular Gasoline,13.7,9.4,11.8,271,5420.0,17.11,3422.0,241,4820.0,0,High
Dodge,GRAND CARAVAN FFV,Minivan,3.6,6,A6,E,Ethanol (E85),19.2,13.1,16.5,264,5280.0,23.92,4784.0,234,4680.0,0,High
Dodge,JOURNEY,Suv - Small,2.4,4,A4,X,Regular Gasoline,12.7,9.1,11.1,255,5100.0,16.1,3220.0,225,4500.0,0,High
Dodge,JOURNEY AWD,Suv - Small,3.6,6,A6,X,Regular Gasoline,14.5,9.9,12.4,285,5700.0,17.98,3596.0,255,5100.0,0,High
Dodge,JOURNEY FFV,Suv - Small,3.6,6,A6,X,Regular Gasoline,14.2,9.4,12.0,276,5520.0,17.4,3480.0,246,4920.0,0,High
